customer_id,signup_date,state,city,customer_segment,acquisition_channel,age,annual_income_inr,gender
108871,2024-03-07 22:08:42,Uttar Pradesh,Kanpur,Mass,Organic,30,1582000,Female
108872,2024-06-08 09:43:16,Madhya Pradesh,Bhopal,Premium,Marketplace,32,507000,Male
108873,2022-02-17 19:24:35,Maharashtra,Pune,Mid-Market,Paid Search,23,415000,Female
108874,2024-12-12 12:13:53,Haryana,Faridabad,Premium,Referral,31,555000,Female
108875,2024-04-05 11:20:14,Maharashtra,Pune,Mass,Organic,34,497000,Male
108876,2022-09-14 12:39:51,Tamil Nadu,Madurai,Mass,Marketplace,30,561000,Male
108877,2023-09-13 16:13:45,Madhya Pradesh,Bhopal,Mass,Marketplace,35,783000,Female
108878,2022-12-23 16:02:11,Rajasthan,Jaipur,Mid-Market,Paid Search,35,822000,Female
108879,2022-06-08 01:23:44,Karnataka,Mangaluru,Premium,Paid Search,36,538000,Female
108880,2023-08-31 12:59:29,Uttar Pradesh,Noida,Premium,Organic,30,772000,Male
108881,2024-09-29 17:41:54,Kerala,Kochi,Mid-Market,Paid Search,18,439000,Male
108882,2025-04-18 12:47:46,Andhra Pradesh,Visakhapatnam,Mid-Market,Paid Search,41,640000,Male
108883,2024-03-13 15:48:47,West Bengal,Kolkata,Mass,Organic,31,543000,Female
108884,2022-01-03 20:59:21,Maharashtra,Nagpur,Mass,Organic,42,505000,Male
108885,2023-05-24 10:31:54,Uttar Pradesh,Lucknow,Mass,Organic,30,1001000,Female
108886,2023-07-14 00:22:48,Karnataka,Bengaluru,Mid-Market,Referral,20,588000,Male
108887,2025-06-07 19:44:35,Maharashtra,Nagpur,Premium,Paid Search,31,822000,Male
108888,2022-06-11 01:58:53,West Bengal,Kolkata,Mid-Market,Email,18,497000,Female
108889,2025-02-02 20:27:56,Haryana,Gurugram,Mass,Organic,24,729000,Female
108890,2024-05-03 23:50:57,Maharashtra,Nagpur,Mass,Organic,31,862000,Female
108891,2023-09-20 18:46:07,Haryana,Gurugram,Mid-Market,Paid Search,22,1125000,Female
108892,2025-05-26 10:11:14,Rajasthan,Udaipur,Mass,Referral,32,567000,Female
108893,2023-01-07 23:53:20,Kerala,Thiruvananthapuram,Premium,Email,24,421000,Female
108894,2023-08-31 10:21:58,Delhi,New Delhi,Mid-Market,Marketplace,40,683000,Male
108895,2022-08-27 10:01:28,Telangana,Warangal,Mass,Referral,18,351000,Male
108896,2022-12-04 04:15:03,Karnataka,Mangaluru,Mass,Paid Search,36,959000,Male
108897,2024-08-16 01:01:14,Delhi,New Delhi,Mass,Email,33,650000,Female
108898,2024-09-18 06:28:28,Tamil Nadu,Madurai,Mass,Organic,27,388000,Female
108899,2024-05-10 20:28:56,Tamil Nadu,Coimbatore,Mass,Organic,32,555000,Male
108900,2022-08-23 07:01:08,Karnataka,Mysuru,Mass,Social,37,1023000,Female
108901,2022-10-02 03:55:33,Karnataka,Bengaluru,Mass,Marketplace,18,435000,Male
108902,2025-03-04 13:16:04,Madhya Pradesh,Indore,Mass,Email,40,928000,Male
108903,2025-02-23 12:36:58,Haryana,Gurugram,Mass,Paid Search,50,1440000,Male
108904,2023-05-26 23:44:49,Tamil Nadu,Madurai,Mass,Paid Search,20,1124000,Female
108905,2023-12-06 14:54:58,Andhra Pradesh,Vijayawada,Mass,Marketplace,52,836000,Female
108906,2022-03-12 19:43:11,Delhi,New Delhi,Mid-Market,Email,43,688000,Female
108907,2024-04-17 05:31:58,Telangana,Warangal,Mid-Market,Social,26,489000,Female
108908,2022-05-08 08:14:24,Punjab,Ludhiana,Mass,Organic,35,1062000,Male
108909,2022-04-20 16:02:55,Gujarat,Ahmedabad,Premium,Social,28,933000,Female
108910,2023-11-12 13:49:31,Delhi,New Delhi,Mid-Market,Paid Search,35,1492000,Female
108911,2024-12-20 23:25:37,Telangana,Warangal,Mid-Market,Social,51,811000,Female
108912,2025-03-09 09:21:07,Uttar Pradesh,Noida,Mass,Organic,39,746000,Female
108913,2023-07-03 11:50:18,West Bengal,Kolkata,Premium,Referral,31,1177000,Female
108914,2023-10-21 02:13:02,Telangana,Warangal,Mid-Market,Email,38,1158000,Male
108915,2023-11-27 00:23:46,Gujarat,Ahmedabad,Mid-Market,Referral,20,290000,Male
108916,2023-07-29 21:02:59,Tamil Nadu,Coimbatore,Mid-Market,Paid Search,50,1237000,Male
108917,2024-07-09 18:01:29,Uttar Pradesh,Kanpur,Premium,Paid Search,32,1007000,Male
108918,2024-09-13 20:44:25,Delhi,New Delhi,Mid-Market,Referral,32,583000,Male
108919,2023-08-17 17:59:28,Madhya Pradesh,Indore,Mid-Market,Marketplace,36,774000,Male
108920,2022-10-17 14:47:09,Kerala,Kochi,Mass,Email,29,1086000,Male
108921,2024-12-07 08:45:44,Telangana,Hyderabad,Mid-Market,Paid Search,25,1234000,Male
108922,2024-05-14 01:43:59,Kerala,Thiruvananthapuram,Mid-Market,Email,37,956000,Female
108923,2023-06-05 13:38:52,Maharashtra,Pune,Mass,Email,31,823000,Male
108924,2022-10-06 17:33:27,Tamil Nadu,Madurai,Mass,Marketplace,22,941000,Male
108925,2023-06-05 13:51:02,Gujarat,Vadodara,Mid-Market,Email,44,950000,Male
108926,2024-12-15 11:46:06,Gujarat,Vadodara,Mass,Social,18,2069000,Male
108927,2023-02-27 17:44:47,Kerala,Kochi,Mid-Market,Organic,22,1313000,Male
108928,2025-01-30 11:06:03,Bihar,Patna,Mid-Market,Social,42,939000,Female
108929,2022-11-11 21:15:49,Telangana,Hyderabad,Mid-Market,Social,31,480000,Male
108930,2022-09-06 11:24:35,Telangana,Hyderabad,Premium,Organic,46,985000,Male
108931,2022-03-25 08:39:05,West Bengal,Kolkata,Premium,Paid Search,45,628000,Male
108932,2022-07-03 08:11:32,Tamil Nadu,Madurai,Mid-Market,Paid Search,43,643000,Female
108933,2022-11-29 22:19:14,Karnataka,Bengaluru,Mass,Referral,49,470000,Male
108934,2024-07-12 16:57:11,Bihar,Patna,Mass,Social,31,754000,Male
108935,2023-11-07 22:21:32,Haryana,Faridabad,Mass,Organic,33,755000,Male
108936,2024-04-13 16:25:33,Andhra Pradesh,Visakhapatnam,Mid-Market,Email,34,1416000,Male
108937,2024-03-04 20:29:28,Delhi,New Delhi,Mass,Paid Search,44,622000,Male
108938,2024-04-09 12:34:27,Maharashtra,Mumbai,Mass,Paid Search,28,831000,Male
108939,2023-10-13 11:41:56,Gujarat,Surat,Mass,Social,43,1074000,Male
108940,2024-03-26 01:49:52,Andhra Pradesh,Visakhapatnam,Mass,Email,35,908000,Female
108941,2022-06-14 19:27:44,Karnataka,Mangaluru,Mid-Market,Paid Search,44,731000,Female
108942,2023-09-25 13:21:58,Karnataka,Mysuru,Premium,Paid Search,43,1340000,Female
108943,2024-07-07 18:33:06,Maharashtra,Mumbai,Mass,Social,33,192000,Female
108944,2022-06-26 14:30:24,Haryana,Gurugram,Mass,Organic,50,1462000,Male
108945,2022-07-27 07:00:18,Haryana,Gurugram,Mass,Organic,43,275000,Female
108946,2024-08-13 22:01:50,Rajasthan,Jaipur,Mass,Social,18,1209000,Male
108947,2023-11-25 04:56:45,Maharashtra,Mumbai,Mid-Market,Email,18,999000,Female
108948,2022-10-13 06:42:34,Kerala,Kochi,Mid-Market,Social,24,798000,Male
108949,2023-03-19 15:04:20,Gujarat,Ahmedabad,Mid-Market,Paid Search,34,1312000,Female
108950,2025-01-29 14:18:43,Karnataka,Mangaluru,Mid-Market,Organic,45,717000,Male
108951,2023-02-28 12:22:20,Tamil Nadu,Madurai,Mass,Social,31,846000,Female
108952,2023-04-04 05:52:43,Uttar Pradesh,Noida,Premium,Social,31,504000,Male
108953,2024-11-28 19:07:25,Tamil Nadu,Coimbatore,Premium,Paid Search,37,725000,Male
108954,2022-09-18 01:15:50,Bihar,Patna,Mid-Market,Marketplace,49,1331000,Male
108955,2023-08-06 14:05:00,Gujarat,Ahmedabad,Premium,Organic,38,937000,Male
108956,2023-02-03 06:25:06,Telangana,Hyderabad,Premium,Marketplace,32,1032000,Female
108957,2023-09-23 03:32:07,Rajasthan,Udaipur,Mid-Market,Marketplace,23,726000,Female
108958,2022-12-03 15:28:48,Rajasthan,Jaipur,Mid-Market,Organic,21,702000,Male
108959,2025-02-18 10:29:06,Maharashtra,Nagpur,Mid-Market,Email,19,509000,Male
108960,2022-06-24 09:41:00,West Bengal,Kolkata,Mid-Market,Organic,39,770000,Female
108961,2023-12-15 03:17:10,Delhi,New Delhi,Mass,Social,37,397000,Other
108962,2024-03-20 13:46:28,Telangana,Warangal,Mid-Market,Paid Search,40,537000,Female
108963,2024-10-20 06:23:51,Rajasthan,Udaipur,Mass,Social,43,481000,Female
108964,2022-05-05 23:24:56,Uttar Pradesh,Lucknow,Mid-Market,Social,36,1152000,Male
108965,2025-01-06 21:11:45,Telangana,Warangal,Mass,Email,25,1055000,Female
108966,2022-11-15 15:45:05,Karnataka,Bengaluru,Mass,Email,27,1138000,Female
108967,2024-06-06 17:56:21,Uttar Pradesh,Kanpur,Mid-Market,Paid Search,35,774000,Male
108968,2022-03-09 03:55:23,Tamil Nadu,Chennai,Premium,Paid Search,30,1117000,Male
108969,2022-07-03 22:13:33,Madhya Pradesh,Indore,Premium,Email,18,966000,Male
108970,2023-11-09 18:45:01,Uttar Pradesh,Kanpur,Premium,Referral,27,462000,Male
108971,2022-06-02 07:00:03,Madhya Pradesh,Bhopal,Mid-Market,Marketplace,48,273000,Female
108972,2023-07-25 09:58:25,Telangana,Hyderabad,Mid-Market,Social,36,557000,Male
108973,2023-07-09 12:07:12,Punjab,Ludhiana,Mass,Email,35,899000,Male
108974,2023-08-29 12:42:14,Maharashtra,Mumbai,Mid-Market,Social,26,1580000,Male
108975,2022-03-22 16:35:30,Tamil Nadu,Madurai,Mass,Social,20,991000,Female
108976,2024-07-25 00:31:54,Maharashtra,Pune,Mass,Organic,35,459000,Female
108977,2023-01-20 00:22:21,Maharashtra,Mumbai,Mid-Market,Paid Search,38,791000,Male
108978,2024-07-03 16:25:29,Madhya Pradesh,Indore,Mass,Email,20,981000,Female
108979,2022-09-24 05:11:56,Kerala,Thiruvananthapuram,Premium,Referral,43,1034000,Female
108980,2022-09-24 21:54:56,West Bengal,Kolkata,Premium,Social,29,674000,Male
108981,2022-02-19 08:29:35,Uttar Pradesh,Lucknow,Mass,Marketplace,37,462000,Male
108982,2024-12-27 17:38:02,Uttar Pradesh,Lucknow,Mass,Email,34,1131000,Male
108983,2023-05-25 16:34:23,West Bengal,Kolkata,Mid-Market,Social,33,399000,Female
108984,2022-06-21 19:41:17,Punjab,Amritsar,Mid-Market,Marketplace,61,924000,Female
108985,2022-11-15 01:48:18,West Bengal,Kolkata,Mid-Market,Organic,40,491000,Female
108986,2022-06-25 06:03:31,Kerala,Thiruvananthapuram,Mid-Market,Organic,34,222000,Male
108987,2022-05-11 04:29:21,Tamil Nadu,Chennai,Mid-Market,Organic,40,686000,Female
108988,2022-04-04 04:39:35,Bihar,Patna,Premium,Organic,30,669000,Male
108989,2024-07-21 14:09:49,Maharashtra,Pune,Mass,Marketplace,42,498000,Male
108990,2024-01-15 09:59:37,Telangana,Hyderabad,Premium,Social,37,1218000,Male
108991,2025-03-11 08:43:38,Madhya Pradesh,Bhopal,Mid-Market,Marketplace,33,329000,Male
108992,2025-05-30 00:09:08,Karnataka,Mangaluru,Mid-Market,Social,31,890000,Female
108993,2024-03-03 17:02:41,Karnataka,Mangaluru,Mass,Paid Search,32,943000,Female
108994,2023-11-19 21:28:07,Telangana,Warangal,Premium,Organic,34,784000,Male
108995,2025-04-01 17:52:08,Gujarat,Ahmedabad,Mass,Paid Search,46,647000,Female
108996,2025-04-19 09:33:51,Andhra Pradesh,Vijayawada,Mid-Market,Email,38,445000,Female
108997,2022-08-01 13:41:42,Punjab,Amritsar,Mass,Paid Search,18,651000,Female
108998,2024-02-03 23:37:23,Gujarat,Surat,Mid-Market,Social,51,974000,Female
108999,2024-09-07 20:22:45,Bihar,Patna,Mid-Market,Email,40,426000,Male
109000,2025-01-18 18:58:48,West Bengal,Kolkata,Mass,Referral,59,263000,Male
109001,2023-06-06 19:00:25,Madhya Pradesh,Indore,Mass,Social,33,552000,Male
109002,2024-03-24 20:47:03,Delhi,New Delhi,Mass,Email,46,559000,Male
109003,2023-09-18 03:07:04,Gujarat,Vadodara,Mass,Paid Search,42,298000,Female
109004,2024-03-14 09:37:30,Maharashtra,Pune,Mass,Email,36,517000,Female
109005,2024-04-28 06:57:20,Maharashtra,Mumbai,Mid-Market,Email,47,1511000,Other
109006,2024-09-27 14:00:25,Rajasthan,Jaipur,Mid-Market,Social,32,1126000,Male
109007,2022-04-04 10:29:01,Karnataka,Mysuru,Mid-Market,Paid Search,35,921000,Female
109008,2022-03-18 09:18:28,Uttar Pradesh,Noida,Mass,Organic,23,797000,Male
109009,2024-11-30 21:47:38,Rajasthan,Jaipur,Mid-Market,Paid Search,32,243000,Male
109010,2023-05-11 16:58:46,Maharashtra,Pune,Mid-Market,Paid Search,25,1194000,Male
109011,2023-05-07 18:47:27,Gujarat,Ahmedabad,Mid-Market,Paid Search,34,369000,Female
109012,2024-09-03 21:06:41,Rajasthan,Udaipur,Premium,Social,40,501000,Male
109013,2023-11-30 14:02:56,Madhya Pradesh,Indore,Premium,Email,38,587000,Male
109014,2023-11-15 03:09:02,Tamil Nadu,Madurai,Mid-Market,Paid Search,36,742000,Male
109015,2025-04-07 18:32:28,Bihar,Patna,Mid-Market,Paid Search,41,431000,Male
109016,2023-03-13 08:07:20,Punjab,Ludhiana,Mass,Paid Search,59,451000,Male
109017,2022-12-03 11:26:29,Rajasthan,Jaipur,Mass,Organic,30,1071000,Female
109018,2022-02-21 18:11:45,Telangana,Hyderabad,Mid-Market,Organic,58,1683000,Male
109019,2025-04-19 09:19:54,Kerala,Kochi,Mid-Market,Organic,20,624000,Female
109020,2022-01-10 09:39:58,Punjab,Ludhiana,Mid-Market,Email,18,987000,Male
109021,2023-06-16 22:06:21,Tamil Nadu,Chennai,Mid-Market,Marketplace,46,641000,Female
109022,2023-06-27 20:32:00,Bihar,Patna,Mid-Market,Referral,35,1060000,Male
109023,2025-03-29 07:00:07,Madhya Pradesh,Bhopal,Mass,Organic,19,889000,Female
109024,2023-09-10 13:07:44,Gujarat,Ahmedabad,Premium,Email,35,903000,Male
109025,2022-01-10 01:16:43,Kerala,Thiruvananthapuram,Premium,Email,30,465000,Male
109026,2022-10-20 16:29:29,Uttar Pradesh,Kanpur,Mass,Referral,38,559000,Male
109027,2023-10-15 05:58:00,Haryana,Gurugram,Mid-Market,Email,32,707000,Male
109028,2024-10-18 02:54:28,Punjab,Ludhiana,Premium,Marketplace,47,606000,Male
109029,2022-03-12 09:17:34,Maharashtra,Nagpur,Mid-Market,Organic,36,910000,Female
109030,2024-07-12 20:31:14,Maharashtra,Nagpur,Mid-Market,Social,37,323000,Male
109031,2022-08-10 18:09:10,Tamil Nadu,Chennai,Premium,Paid Search,32,1432000,Male
109032,2022-08-29 07:32:21,Madhya Pradesh,Bhopal,Mid-Market,Paid Search,41,1383000,Male
109033,2022-06-30 20:43:53,Telangana,Hyderabad,Mid-Market,Referral,33,879000,Male
109034,2022-08-29 01:39:06,Madhya Pradesh,Indore,Mass,Referral,44,620000,Male
109035,2024-02-25 13:44:10,Gujarat,Vadodara,Mid-Market,Social,20,609000,Male
109036,2025-01-09 09:52:21,Tamil Nadu,Coimbatore,Premium,Email,35,576000,Female
109037,2022-03-29 04:53:22,Madhya Pradesh,Bhopal,Mass,Paid Search,28,841000,Male
109038,2025-03-19 17:50:15,Uttar Pradesh,Kanpur,Mid-Market,Email,24,558000,Male
109039,2022-10-10 12:38:50,Telangana,Hyderabad,Mid-Market,Referral,21,570000,Male
109040,2025-06-11 06:38:55,Maharashtra,Pune,Mass,Organic,25,334000,Female
109041,2024-10-29 15:15:26,Karnataka,Mysuru,Mid-Market,Social,38,725000,Male
109042,2024-05-26 12:28:40,Karnataka,Bengaluru,Premium,Organic,39,608000,Female
109043,2023-09-20 04:35:07,Telangana,Hyderabad,Mass,Organic,42,1518000,Male
109044,2025-04-01 05:36:16,West Bengal,Kolkata,Mid-Market,Referral,30,717000,Male
109045,2023-08-30 03:47:37,Tamil Nadu,Madurai,Mass,Email,44,238000,Male
109046,2022-07-09 15:19:24,Maharashtra,Mumbai,Mass,Referral,33,845000,Male
109047,2023-02-26 18:17:43,Tamil Nadu,Madurai,Mass,Paid Search,41,786000,Male
109048,2022-07-18 20:09:54,Telangana,Warangal,Mid-Market,Organic,35,513000,Male
109049,2022-12-02 06:51:45,Bihar,Patna,Premium,Social,27,1745000,Female
109050,2022-02-23 01:01:00,Telangana,Warangal,Mid-Market,Organic,20,798000,Male
109051,2023-08-23 16:28:05,Maharashtra,Mumbai,Mass,Marketplace,22,482000,Female
109052,2023-11-19 16:43:54,Uttar Pradesh,Kanpur,Mass,Paid Search,24,1298000,Female
109053,2023-10-13 20:20:01,Madhya Pradesh,Bhopal,Mass,Email,29,757000,Female
109054,2022-10-10 13:36:35,Haryana,Faridabad,Mass,Organic,40,660000,Female
109055,2022-12-06 08:25:56,Punjab,Amritsar,Mid-Market,Organic,44,528000,Female
109056,2023-12-28 08:57:07,Andhra Pradesh,Vijayawada,Premium,Organic,45,623000,Male
109057,2023-02-21 07:12:21,West Bengal,Kolkata,Premium,Email,18,357000,Female
109058,2022-01-10 19:25:43,Bihar,Patna,Mass,Social,29,608000,Female
109059,2024-07-08 00:32:25,Maharashtra,Pune,Mass,Referral,31,449000,Female
109060,2023-11-07 11:31:23,Punjab,Ludhiana,Mid-Market,Organic,30,1167000,Male
109061,2022-09-01 22:34:44,Punjab,Ludhiana,Mid-Market,Organic,18,713000,Male
109062,2025-02-09 03:21:19,Madhya Pradesh,Bhopal,Mass,Paid Search,44,1376000,Female
109063,2022-11-23 23:51:58,Gujarat,Ahmedabad,Premium,Organic,52,1313000,Male
109064,2024-07-15 23:46:18,Haryana,Gurugram,Mid-Market,Organic,31,459000,Male
109065,2022-02-28 12:48:32,Delhi,New Delhi,Mid-Market,Organic,56,738000,Male
109066,2023-04-14 16:01:03,West Bengal,Kolkata,Mid-Market,Paid Search,18,711000,Female
109067,2022-11-15 14:55:32,Telangana,Warangal,Mass,Paid Search,23,749000,Male
109068,2022-03-29 03:32:43,West Bengal,Kolkata,Mid-Market,Social,31,1167000,Male
109069,2023-07-06 19:10:45,Rajasthan,Udaipur,Premium,Social,40,675000,Male
109070,2022-11-10 00:41:12,Tamil Nadu,Coimbatore,Premium,Paid Search,35,736000,Female
109071,2023-10-05 18:54:43,Delhi,New Delhi,Mass,Social,23,716000,Female
109072,2025-01-22 06:21:33,Tamil Nadu,Coimbatore,Mass,Email,41,711000,Female
109073,2022-11-25 15:43:37,Rajasthan,Jaipur,Mid-Market,Referral,40,454000,Male
109074,2022-07-19 20:11:24,Rajasthan,Udaipur,Mass,Marketplace,29,543000,Female
109075,2024-09-18 10:54:48,Kerala,Thiruvananthapuram,Mid-Market,Email,30,251000,Male
109076,2023-06-16 09:38:52,Karnataka,Mangaluru,Mid-Market,Organic,23,834000,Female
109077,2025-04-09 05:05:20,Punjab,Ludhiana,Mass,Organic,39,754000,Male
109078,2024-06-24 21:49:40,Rajasthan,Udaipur,Mass,Organic,22,781000,Male
109079,2022-08-14 00:41:43,Maharashtra,Nagpur,Mid-Market,Paid Search,21,1360000,Other
109080,2024-09-06 16:43:59,Tamil Nadu,Chennai,Premium,Email,50,935000,Male
109081,2022-01-08 02:56:13,Gujarat,Vadodara,Mid-Market,Email,35,1199000,Male
109082,2023-08-06 22:53:11,Telangana,Warangal,Premium,Paid Search,27,1137000,Male
109083,2022-04-18 08:38:36,Karnataka,Mysuru,Mid-Market,Social,18,1509000,Male
109084,2024-09-14 15:14:19,Delhi,New Delhi,Mass,Email,35,1252000,Male
109085,2024-10-22 05:55:47,Maharashtra,Mumbai,Mass,Social,34,480000,Male
109086,2025-04-14 07:05:40,Maharashtra,Mumbai,Mid-Market,Paid Search,45,936000,Female
109087,2022-03-10 14:02:03,Tamil Nadu,Chennai,Mass,Organic,18,961000,Male
109088,2024-12-18 00:02:11,Punjab,Ludhiana,Mass,Paid Search,26,855000,Female
109089,2024-08-11 00:46:47,Uttar Pradesh,Noida,Mass,Organic,39,1746000,Male
109090,2024-12-25 06:47:34,Gujarat,Surat,Mid-Market,Organic,32,792000,Female
109091,2023-06-02 10:49:40,Rajasthan,Udaipur,Premium,Organic,41,913000,Male
109092,2024-04-13 18:45:49,Uttar Pradesh,Kanpur,Premium,Social,37,687000,Female
109093,2023-06-29 02:00:36,Karnataka,Mangaluru,Mid-Market,Paid Search,36,651000,Female
109094,2024-05-15 07:39:37,Delhi,New Delhi,Mass,Email,40,605000,Male
109095,2024-07-22 04:40:49,Delhi,New Delhi,Mid-Market,Referral,22,471000,Male
109096,2023-01-10 07:23:13,West Bengal,Kolkata,Mass,Organic,37,857000,Male
109097,2023-02-13 16:16:57,Gujarat,Vadodara,Mid-Market,Social,38,1518000,Female
109098,2025-06-10 11:53:34,Telangana,Warangal,Mid-Market,Social,55,653000,Female
109099,2024-10-31 23:54:49,Uttar Pradesh,Kanpur,Mass,Email,18,813000,Male
109100,2022-03-10 13:16:17,Bihar,Patna,Mass,Email,30,484000,Female
109101,2022-05-01 11:59:07,Tamil Nadu,Madurai,Premium,Paid Search,39,316000,Male
109102,2024-10-10 02:13:10,Uttar Pradesh,Kanpur,Mass,Organic,43,705000,Male
109103,2024-07-06 17:25:29,Gujarat,Ahmedabad,Mid-Market,Social,32,525000,Female
109104,2022-10-01 00:56:09,Kerala,Thiruvananthapuram,Mid-Market,Organic,31,452000,Female
109105,2025-02-28 00:01:09,Kerala,Kochi,Mid-Market,Paid Search,32,329000,Male
109106,2022-01-23 04:37:00,Kerala,Kochi,Mass,Organic,48,352000,Female
109107,2022-07-29 18:01:40,Delhi,New Delhi,Premium,Referral,34,752000,Male
109108,2023-12-06 04:37:53,Gujarat,Vadodara,Mid-Market,Referral,27,1641000,Male
109109,2023-12-10 13:18:25,Punjab,Amritsar,Mid-Market,Paid Search,28,549000,Female
109110,2022-10-01 19:04:31,Telangana,Warangal,Mid-Market,Organic,27,891000,Male
109111,2024-03-29 12:42:29,Bihar,Patna,Mass,Social,42,457000,Male
109112,2024-12-08 00:03:42,Telangana,Warangal,Mid-Market,Organic,45,511000,Female
109113,2022-06-19 12:50:48,Uttar Pradesh,Kanpur,Mid-Market,Organic,18,358000,Male
109114,2024-09-29 05:49:04,Gujarat,Ahmedabad,Mass,Social,29,601000,Female
109115,2023-11-25 17:48:52,Gujarat,Ahmedabad,Mid-Market,Paid Search,40,252000,Female
109116,2025-02-24 14:34:19,Punjab,Ludhiana,Mass,Paid Search,37,444000,Female
109117,2024-05-25 07:13:20,Karnataka,Mysuru,Mid-Market,Marketplace,31,579000,Female
109118,2024-08-20 07:39:41,Uttar Pradesh,Kanpur,Mid-Market,Email,42,548000,Male
109119,2023-04-05 12:40:27,West Bengal,Kolkata,Mid-Market,Email,48,845000,Female
109120,2023-12-27 08:44:48,Punjab,Ludhiana,Mid-Market,Social,27,958000,Male
109121,2024-07-25 20:51:09,West Bengal,Kolkata,Mid-Market,Organic,18,652000,Male
109122,2023-06-09 07:04:20,Bihar,Patna,Premium,Paid Search,33,1136000,Female
109123,2024-04-23 11:28:45,Madhya Pradesh,Bhopal,Mass,Paid Search,23,311000,Female
109124,2024-08-06 05:05:57,Tamil Nadu,Madurai,Premium,Social,41,971000,Female
109125,2022-11-01 13:26:58,Punjab,Ludhiana,Mid-Market,Organic,24,652000,Male
109126,2024-07-23 12:54:46,Andhra Pradesh,Visakhapatnam,Mass,Paid Search,54,344000,Male
109127,2024-01-28 03:23:14,Delhi,New Delhi,Mass,Email,22,1005000,Female
109128,2022-09-26 18:40:14,West Bengal,Kolkata,Premium,Email,33,798000,Female
109129,2022-02-02 17:09:33,Tamil Nadu,Chennai,Mass,Organic,36,549000,Male
109130,2024-02-16 00:51:13,West Bengal,Kolkata,Mass,Marketplace,28,1119000,Male
109131,2022-11-14 01:36:28,Maharashtra,Pune,Mass,Paid Search,32,712000,Female
109132,2025-02-01 01:29:24,Kerala,Thiruvananthapuram,Premium,Organic,36,1027000,Female
109133,2024-04-30 01:06:20,Telangana,Warangal,Mass,Organic,53,822000,Male
109134,2023-05-22 18:17:09,Uttar Pradesh,Kanpur,Mass,Email,38,425000,Female
109135,2024-03-28 01:05:06,Maharashtra,Mumbai,Mass,Paid Search,35,332000,Male
109136,2022-09-15 06:22:39,Rajasthan,Jaipur,Mid-Market,Referral,47,427000,Female
109137,2022-04-19 02:02:58,Uttar Pradesh,Noida,Mass,Email,41,799000,Female
109138,2023-04-17 00:53:11,West Bengal,Kolkata,Mass,Social,46,547000,Male
109139,2024-02-24 00:53:29,Tamil Nadu,Coimbatore,Mid-Market,Organic,26,819000,Male
109140,2023-05-05 06:51:31,Karnataka,Mangaluru,Mid-Market,Social,20,542000,Male
109141,2022-05-23 19:23:59,Gujarat,Ahmedabad,Mass,Organic,51,318000,Male
109142,2023-08-03 20:21:34,Andhra Pradesh,Visakhapatnam,Mid-Market,Paid Search,39,850000,Other
109143,2025-01-16 06:10:06,Delhi,New Delhi,Mid-Market,Marketplace,29,1051000,Male
109144,2023-07-29 16:30:59,Rajasthan,Jaipur,Mid-Market,Email,23,649000,Male
109145,2023-08-11 05:14:34,Maharashtra,Pune,Mass,Paid Search,30,622000,Female
109146,2023-01-16 15:55:36,Kerala,Thiruvananthapuram,Mass,Social,53,1072000,Male
109147,2023-09-01 12:20:15,Delhi,New Delhi,Premium,Marketplace,22,906000,Female
109148,2023-01-18 10:34:49,Gujarat,Vadodara,Mass,Paid Search,53,1235000,Male
109149,2025-05-07 07:38:16,Telangana,Hyderabad,Premium,Social,28,1081000,Male
109150,2024-10-18 06:50:34,Karnataka,Bengaluru,Mass,Organic,34,523000,Male
109151,2024-06-14 19:56:43,Tamil Nadu,Coimbatore,Mid-Market,Organic,34,590000,Male
109152,2024-04-26 16:31:21,Telangana,Hyderabad,Mass,Organic,35,708000,Male
109153,2023-02-20 06:42:27,Uttar Pradesh,Lucknow,Mid-Market,Social,19,630000,Female
109154,2024-05-17 14:08:10,Bihar,Patna,Mass,Organic,59,563000,Female
109155,2025-05-12 18:24:07,Gujarat,Vadodara,Mid-Market,Marketplace,41,874000,Male
109156,2022-09-01 06:57:21,Madhya Pradesh,Indore,Mass,Paid Search,42,761000,Male
109157,2025-01-03 23:31:26,Gujarat,Surat,Mass,Marketplace,35,554000,Male
109158,2025-06-20 14:35:09,Karnataka,Bengaluru,Mass,Organic,37,429000,Female
109159,2022-03-21 07:06:25,Delhi,New Delhi,Premium,Referral,39,762000,Male
109160,2022-04-22 00:07:43,Telangana,Warangal,Mid-Market,Email,38,530000,Male
109161,2023-09-14 08:48:03,Tamil Nadu,Chennai,Mass,Email,25,547000,Female
109162,2024-05-21 14:08:45,Madhya Pradesh,Indore,Mass,Email,28,482000,Male
109163,2023-10-28 16:51:53,Rajasthan,Jaipur,Premium,Organic,44,588000,Female
109164,2024-08-07 08:14:08,Uttar Pradesh,Kanpur,Mass,Social,48,540000,Female
109165,2024-11-16 12:01:02,Uttar Pradesh,Noida,Mass,Email,26,1135000,Male
109166,2022-12-08 04:24:36,Telangana,Hyderabad,Mass,Organic,32,624000,Female
109167,2023-10-28 07:00:57,West Bengal,Kolkata,Mass,Email,31,366000,Female
109168,2022-04-09 10:43:18,Karnataka,Bengaluru,Premium,Referral,43,727000,Female
109169,2022-06-01 00:36:20,Karnataka,Bengaluru,Mid-Market,Paid Search,33,1201000,Male
