customer_id,recency_days,frequency,monetary,gross_profit,contribution_profit,returns,first_order,last_order,avg_order_value,return_rate,R_score,F_score,M_score,RFM_score,rfm_segment,tenure_years,annual_contribution,estimated_retention,clv_3yr,churn_probability,churn_band
103455,61,3,5677.6720000000005,2226.2625989999997,1713.1331349481288,0,2025-06-19 11:57:40,2025-10-30 00:19:39,1892.5573333333334,0.0,4,2,2,8,New / Promising,0.36164383561643837,4737.072683758083,0.69,6436.428606180893,0.20400000000000001,Low
103456,17,4,8344.32,3789.9582849999997,3040.445254812618,1,2024-02-24 23:09:18,2025-12-13 11:01:55,2086.08,0.25,5,3,2,10,Loyal Customers,1.8,1689.1362526736766,0.8099999999999999,3067.3808357291164,0.18,Very Low
103457,267,2,6096.984,1982.513472,1792.0977716406726,0,2024-05-10 02:38:26,2025-04-07 15:47:04,3048.492,0.0,2,1,2,5,Hibernating,0.9095890410958904,1970.2279718338718,0.55,1824.923658911124,0.95,Very High
103458,65,2,9224.432,3550.877792,2951.3825478285194,0,2025-02-22 19:38:14,2025-10-26 08:48:20,4612.216,0.0,4,1,3,8,New / Promising,0.6712328767123288,4396.957673295549,0.6700000000000002,5674.725564857983,0.22000000000000003,Low
103459,392,4,12266.843,6595.396992,5678.067989022583,0,2024-04-13 10:44:34,2024-12-03 20:59:39,3066.71075,0.0,1,3,3,7,Potential Loyalist,0.6410958904109589,8856.815452962575,0.61,9735.097531530402,0.95,Very High
103460,66,5,16342.848,6569.893127,5688.307928637989,1,2024-06-02 23:26:41,2025-10-25 13:36:11,3268.5696,0.2,4,4,4,12,Champions,1.3945205479452054,4079.0420313415834,0.8900000000000001,8851.777075193204,0.2540000000000001,Low
103461,104,6,13782.205999999998,4578.084865000001,3291.0747722120236,0,2024-02-18 12:00:15,2025-09-17 13:48:03,2297.034333333333,0.0,3,4,4,11,Potential Loyalist,1.5808219178082192,2081.8757224564793,0.8300000000000001,3956.8640986867,0.30600000000000005,Low
103462,58,7,22863.388,7867.400432,6620.644476584193,0,2024-03-10 05:00:11,2025-11-02 10:41:40,3266.1982857142857,0.0,4,5,5,14,Champions,1.6493150684931508,4014.178129490416,0.95,9889.019053320762,0.122,Very Low
103463,25,6,14297.187,6231.976788,5066.032043597492,1,2024-06-25 20:23:55,2025-12-05 13:29:06,2382.8645,0.16666666666666666,5,4,4,13,Champions,1.4438356164383561,3508.731870802817,0.95,8643.840707628893,0.10999999999999999,Very Low
103464,93,4,24032.789,10710.891608,10084.47916273676,1,2025-02-02 17:45:37,2025-09-28 12:04:49,6008.19725,0.25,3,3,5,11,Potential Loyalist,0.6493150684931507,15530.948921514419,0.8099999999999999,28203.370217846208,0.402,Medium
103465,347,4,19682.881,7904.961284000001,7344.781446270138,0,2024-06-09 00:02:44,2025-01-17 13:48:32,4920.72025,0.0,1,3,5,9,At Risk High Value,0.6082191780821918,12075.879404903604,0.69,16407.925492257786,0.95,Very High
103466,379,2,2019.125,625.5627590000001,138.7865138137819,0,2024-03-12 17:16:50,2024-12-16 06:10:33,1009.5625,0.0,1,1,1,3,Hibernating,0.7616438356164383,182.21970338859856,0.55,168.7810002636894,0.95,Very High
103467,64,5,15066.378,5322.73872,4316.242804731887,0,2024-10-04 04:18:29,2025-10-27 19:13:48,3013.2756,0.0,4,4,4,12,Champions,1.063013698630137,4060.383050843141,0.8900000000000001,8811.285917084626,0.14600000000000002,Very Low
103468,367,4,16737.027000000002,5889.390507,5249.730297232206,1,2024-05-01 18:57:02,2024-12-28 17:30:52,4184.2567500000005,0.25,1,3,4,8,At Risk High Value,0.6575342465753424,7983.964827040647,0.65,9777.635106933754,0.95,Very High
103469,140,2,2087.697,751.795785,309.4656503495137,0,2025-05-31 16:02:37,2025-08-12 18:53:25,1043.8485,0.0,3,1,1,5,Potential Loyalist,0.25,1237.8626013980547,0.55,1146.570234544948,0.52,Medium
103470,147,4,13444.034,7087.961746,6298.820002344293,0,2024-02-01 01:48:47,2025-08-05 04:01:51,3361.0085,0.0,3,3,4,10,Potential Loyalist,1.5095890410958903,4172.5395659812475,0.77,6901.505618319961,0.518,Medium
103471,125,4,17685.853,6430.418929,5794.537073231446,1,2024-05-20 10:50:31,2025-08-27 23:50:13,4421.46325,0.25,3,3,4,10,Potential Loyalist,1.2712328767123289,4558.202654589391,0.77,7539.403936770491,0.53,Medium
103472,440,2,4321.151,938.801222,619.137285066058,0,2024-02-20 15:53:06,2024-10-16 12:22:19,2160.5755,0.0,1,1,1,3,Hibernating,0.6520547945205479,949.5172649122318,0.55,879.4903666249546,0.95,Very High
103473,1,7,19408.163,9417.131194,8338.722822106234,0,2024-06-27 14:22:23,2025-12-29 10:56:59,2772.5947142857144,0.0,5,5,5,15,Champions,1.5041095890410958,5543.959617611613,0.95,13657.670517068425,0.02,Very Low
103474,173,5,9046.882,3993.969896,3382.07529704558,1,2024-01-28 14:04:44,2025-07-10 00:17:07,1809.3763999999999,0.2,2,4,3,9,At Risk Loyal,1.4465753424657535,2337.987657995524,0.73,3511.0559618481743,0.712,High
103475,212,4,9637.743,3803.883474,3032.6776150431942,1,2024-03-20 06:50:57,2025-06-01 21:43:36,2409.43575,0.25,2,3,3,8,Potential Loyalist,1.2,2527.231345869329,0.6699999999999999,3261.6516674280806,0.9079999999999999,Very High
103476,19,4,9780.831,3477.922143,2864.6018615388575,0,2024-02-17 14:06:09,2025-12-11 15:18:20,2445.20775,0.0,5,3,3,11,Loyal Customers,1.8164383561643835,1577.0432571066108,0.85,3134.911101882493,0.08,Very Low
103478,99,4,8107.991,2637.3351170000005,1833.6856042347122,0,2024-09-16 15:35:41,2025-09-22 14:54:07,2026.99775,0.0,3,3,2,8,Potential Loyalist,1.0136986301369864,1808.9060690423512,0.69,2457.82480995029,0.35600000000000004,Low
103479,222,2,6146.452,2110.460154,1874.6210186429025,0,2024-03-10 18:50:40,2025-05-22 12:43:26,3073.226,0.0,2,1,2,5,Hibernating,1.1972602739726028,1565.7589743813717,0.55,1450.2842500207455,0.848,Very High
103480,23,4,14662.432,4758.705028,4195.323666316866,0,2024-03-02 06:26:20,2025-12-07 05:46:21,3665.608,0.0,5,3,4,12,Loyal Customers,1.7643835616438357,2377.7843760957394,0.89,5159.9412480568,0.05,Very Low
103481,85,6,15579.275,5385.32084,4504.28231976166,0,2024-11-09 18:25:14,2025-10-06 16:30:28,2596.545833333333,0.0,4,4,4,12,Champions,0.9041095890410958,4982.009232463654,0.8900000000000001,10811.272542297987,0.23,Low
103482,129,5,12698.313,4580.172697,3536.2669964385036,0,2024-01-13 22:04:52,2025-08-23 04:06:27,2539.6626,0.0,3,4,4,11,Potential Loyalist,1.6082191780821917,2198.871301022238,0.8300000000000001,4179.228767018437,0.406,Medium
103483,493,1,6264.16,2048.38032,1839.7085948139766,0,2024-08-24 02:08:09,2024-08-24 02:08:09,6264.16,0.0,1,1,2,4,Hibernating,0.25,7358.834379255906,0.55,6816.120343785784,0.95,Very High
103484,241,2,3218.616,1541.9501520000001,1268.305675405219,0,2024-01-21 15:36:07,2025-05-03 11:09:57,1609.308,0.0,2,1,1,4,Hibernating,1.2794520547945205,991.2881617192826,0.55,918.1806597924855,0.9239999999999999,Very High
103485,50,4,14291.74,5235.779484000001,4387.024299857108,0,2024-06-18 13:31:07,2025-11-10 16:15:04,3572.935,0.0,4,3,4,11,Loyal Customers,1.3972602739726028,3139.7330773487147,0.8300000000000001,5967.453752984503,0.13,Very Low
103486,154,2,13443.058,3544.343088,3118.6150987056917,0,2024-12-16 07:15:32,2025-07-29 06:29:07,6721.529,0.0,3,1,4,8,Potential Loyalist,0.6136986301369863,5081.671924230256,0.6500000000000001,6223.315719026077,0.5459999999999999,Medium
103487,85,6,26934.387000000002,12983.687168,11855.16845555032,1,2024-03-03 13:37:37,2025-10-06 15:10:01,4489.0645,0.16666666666666666,4,4,5,13,Champions,1.5945205479452054,7434.9424162815585,0.9299999999999999,17568.478291015228,0.33000000000000007,Low
103488,10,3,10255.83,4042.959012,3453.220290975142,0,2025-01-10 08:12:12,2025-12-20 08:35:05,3418.61,0.0,5,2,3,10,New / Promising,0.9424657534246575,3664.02734362188,0.79,6352.554040079717,0.08,Very Low
103489,349,2,2608.615,1266.00983,813.9751456597419,0,2024-04-03 11:24:59,2025-01-15 04:30:28,1304.3075,0.0,1,1,1,3,Hibernating,0.7835616438356164,1038.814434146174,0.55,962.2018696278938,0.95,Very High
103490,62,5,11885.515,4683.347802,3784.1259141070627,0,2024-03-02 09:29:11,2025-10-29 03:58:44,2377.103,0.0,4,4,3,11,Loyal Customers,1.6575342465753424,2282.9850556183105,0.8500000000000001,4538.211088401263,0.168,Very Low
103491,76,6,14803.417000000001,5488.270244,4269.034375893617,0,2024-03-08 10:53:04,2025-10-15 15:08:53,2467.236166666667,0.0,4,4,4,12,Champions,1.6054794520547946,2659.0401829371503,0.8900000000000001,5770.283991312365,0.194,Very Low
103492,76,4,16526.054,7654.810018,6997.378693489869,0,2024-02-09 03:11:18,2025-10-15 22:30:21,4131.5135,0.0,4,3,4,11,Loyal Customers,1.6821917808219178,4159.679516488277,0.8300000000000001,7905.988990262116,0.234,Low
103493,91,5,15841.634,5477.6776979999995,4716.296901051074,1,2024-01-12 23:27:17,2025-09-30 06:56:28,3168.3268,0.2,3,4,4,11,Potential Loyalist,1.715068493150685,2749.917522178342,0.8300000000000001,5226.560740627701,0.3540000000000001,Low
103494,10,6,30887.196,10176.309102000001,8864.167516044408,0,2024-06-09 19:16:21,2025-12-20 09:21:35,5147.866,0.0,5,4,5,14,Champions,1.5287671232876712,5798.24577662403,0.95,14284.1102490264,0.02,Very Low
103495,149,9,16731.832000000002,6634.037656,4947.639471161267,0,2024-01-21 21:50:21,2025-08-03 05:55:26,1859.0924444444447,0.0,3,5,4,12,Potential Loyalist,1.5315068493150685,3230.5696010265874,0.89,7010.5386790481225,0.486,Medium
103496,240,1,1799.757,1078.054443,916.1133382533692,0,2025-05-04 13:22:56,2025-05-04 13:22:56,1799.757,0.0,2,1,1,4,Hibernating,0.25,3664.4533530134768,0.55,3394.199918228733,0.95,Very High
103497,383,5,20339.316,7703.16372,6806.296406857156,1,2024-01-07 21:46:37,2024-12-12 08:14:15,4067.8632,0.2,1,4,5,10,At Risk Loyal,0.9287671232876712,7328.313240421422,0.75,11554.584796687184,0.95,Very High
103498,314,4,8467.837,3767.691478,3031.2491844891547,0,2024-01-22 14:59:18,2025-02-19 13:17:53,2116.95925,0.0,1,3,2,6,Potential Loyalist,1.0767123287671232,2815.282321472116,0.57,2764.3333894961647,0.95,Very High
103499,7,6,16190.813,5409.4421919999995,4085.3405407563396,1,2024-06-02 18:33:35,2025-12-23 20:53:11,2698.4688333333334,0.16666666666666666,5,4,4,13,Champions,1.558904109589041,2620.649028780429,0.95,6456.028442605785,0.10999999999999999,Very Low
103500,247,4,9955.223,3591.505478,3083.8508878080384,0,2024-01-03 23:12:49,2025-04-27 19:30:58,2488.80575,0.0,2,3,3,8,Potential Loyalist,1.3123287671232877,2349.9072527138496,0.6699999999999999,3032.796709190456,0.948,Very High
103501,28,5,25532.453,11053.163359,10023.273989696296,0,2024-02-05 20:09:23,2025-12-02 18:23:42,5106.4906,0.0,5,4,5,14,Champions,1.821917808219178,5501.496249983681,0.95,13553.061045840477,0.02,Very Low
103502,153,3,11430.18,4586.995976,4148.183891485058,0,2024-05-26 23:56:46,2025-07-30 18:01:16,3810.06,0.0,3,2,3,8,Potential Loyalist,1.1753424657534246,3529.3406069744665,0.67,4554.97661283563,0.572,Medium
103503,213,6,12419.452,6000.313176,5005.278017384001,0,2024-01-10 12:07:14,2025-05-31 05:10:51,2069.9086666666667,0.0,2,4,3,9,At Risk Loyal,1.3863013698630138,3610.5266330932022,0.73,5422.082112872204,0.7719999999999999,High
103504,4,3,20157.040999999997,6896.701329,6250.757006210424,0,2024-12-10 12:47:07,2025-12-26 00:28:49,6719.013666666666,0.0,5,2,5,12,High Value New,1.0410958904109588,6004.01659807054,0.8700000000000001,12474.179586618373,0.05,Very Low
103505,134,5,4094.9919999999997,1460.330841,618.7230482277753,1,2024-04-19 13:19:58,2025-08-18 00:41:48,818.9984,0.2,3,4,1,8,Potential Loyalist,1.3287671232876712,465.63693320234637,0.7100000000000001,665.4421645457762,0.556,Medium
103506,238,3,23548.932,6827.369075999999,6361.076037157981,1,2024-05-28 09:13:38,2025-05-06 06:00:58,7849.644,0.3333333333333333,2,2,5,9,At Risk High Value,0.936986301369863,6788.867700475623,0.6900000000000002,9224.275240854704,0.95,Very High
103507,170,5,11596.243999999999,4251.766202,3449.610355200471,0,2024-07-04 19:18:06,2025-07-13 05:06:08,2319.2488,0.0,2,4,3,9,At Risk Loyal,1.021917808219178,3375.6240741237857,0.73,5069.318903322129,0.6,Medium
103508,127,3,11435.76,5091.822912,4685.984647523119,0,2025-01-29 09:42:03,2025-08-25 17:44:46,3811.92,0.0,3,2,3,8,Potential Loyalist,0.5698630136986301,8223.00190550932,0.67,10612.628685619162,0.468,Medium
103509,205,3,17656.81,8722.358249,8094.830469214776,0,2025-04-10 08:08:38,2025-06-08 22:29:42,5885.6033333333335,0.0,2,2,4,8,At Risk High Value,0.25,32379.321876859103,0.6500000000000001,39653.63089396712,0.75,High
103510,355,4,9580.331,3615.5703220000005,2964.6843436642303,0,2024-01-19 08:45:29,2025-01-09 21:11:50,2395.08275,0.0,1,3,3,7,Potential Loyalist,0.9753424657534246,3039.6342287568655,0.61,3341.0581753996175,0.95,Very High
103511,142,5,10878.113,3000.9924770000002,2044.073590780389,0,2024-03-27 16:54:19,2025-08-10 22:48:19,2175.6225999999997,0.0,3,4,3,10,Potential Loyalist,1.3726027397260274,1489.195330608467,0.79,2581.911357837547,0.48800000000000004,Medium
103512,136,4,13522.768,6251.818708000001,5579.06671607184,0,2024-02-20 21:23:54,2025-08-16 21:09:21,3380.692,0.0,3,3,4,10,Potential Loyalist,1.484931506849315,3757.1205744764243,0.77,6214.390143801238,0.474,Medium
103513,73,8,22759.175,9039.280261,7650.602327171742,0,2024-02-09 10:41:34,2025-10-18 14:28:28,2844.896875,0.0,4,5,5,14,Champions,1.6904109589041096,4525.883062265293,0.95,11149.615784869238,0.182,Very Low
103514,201,1,1490.844,533.722152,415.93991561813164,0,2025-06-12 08:43:07,2025-06-12 08:43:07,1490.844,0.0,2,1,1,4,Hibernating,0.25,1663.7596624725265,0.55,1541.0573873651779,0.844,Very High
103515,14,2,5618.66,1364.5835359999999,1008.6367307060415,1,2024-04-24 07:20:09,2025-12-16 19:22:32,2809.33,0.5,5,1,2,8,New / Promising,1.6465753424657534,612.5664005119886,0.6900000000000001,832.3156866389298,0.18,Very Low
103516,7,2,3994.48,1015.199392,534.1949204818559,0,2024-01-03 05:32:13,2025-12-23 23:11:46,1997.24,0.0,5,1,1,7,New / Promising,1.9726027397260273,270.8071471887186,0.6500000000000001,331.6464346878206,0.08,Very Low
103517,212,4,5445.901,2406.252565,1792.5709280806961,0,2024-01-25 08:44:17,2025-06-01 18:42:29,1361.47525,0.0,2,3,2,7,Potential Loyalist,1.3506849315068492,1327.1569751510226,0.6299999999999999,1540.6446526801567,0.8079999999999999,Very High
103518,346,6,9987.709,3593.683925,2523.4674502106914,1,2024-02-18 13:36:54,2025-01-18 00:54:25,1664.6181666666669,0.16666666666666666,1,4,3,8,At Risk Loyal,0.915068493150685,2757.6814949907257,0.67,3559.0712583845625,0.95,Very High
103519,45,5,8501.402,2517.56477,1735.7284499802429,0,2024-01-21 16:11:04,2025-11-15 04:24:09,1700.2804,0.0,4,4,2,10,Loyal Customers,1.8164383561643835,955.5669445592589,0.81,1735.2583181834966,0.1,Very Low
103520,88,4,12797.553,5734.107849,5056.866367207796,0,2024-01-23 19:14:16,2025-10-03 20:49:29,3199.38825,0.0,4,3,4,11,Loyal Customers,1.6958904109589041,2981.8355800175214,0.8300000000000001,5667.349893890993,0.28200000000000003,Low
103521,111,5,11686.529,4911.307911,4122.404410284018,0,2024-04-21 17:09:53,2025-09-10 02:00:26,2337.3058,0.0,3,4,3,10,Potential Loyalist,1.3863013698630138,2973.67116552108,0.79,5155.640229946098,0.36400000000000005,Low
103522,131,3,10343.112,2426.0309399999996,1842.6653620887273,0,2025-01-27 22:55:44,2025-08-21 20:03:03,3447.7039999999997,0.0,3,2,3,8,Potential Loyalist,0.5616438356164384,3280.8432056701727,0.67,4234.265188992123,0.48400000000000004,Medium
103523,615,1,8415.867,1599.01473,1387.6741755659996,0,2024-04-24 02:44:03,2024-04-24 02:44:03,8415.867,0.0,1,1,2,4,Hibernating,0.25,5550.696702263998,0.55,5141.332820472028,0.95,Very High
103524,8,6,15120.706999999999,5469.826604,4348.690071806849,0,2024-04-13 11:19:34,2025-12-22 07:31:08,2520.1178333333332,0.0,5,4,4,13,Champions,1.6904109589041096,2572.563818816045,0.95,6337.569435012844,0.02,Very Low
103525,11,7,13535.443,5586.485976,4308.720275650441,1,2024-02-25 13:40:27,2025-12-19 20:04:20,1933.6347142857142,0.14285714285714285,5,5,4,14,Champions,1.8164383561643835,2372.0707399885537,0.95,5843.650178660437,0.02,Very Low
103526,229,2,5988.166,1664.5888400000001,1385.6581829856843,0,2024-06-16 15:50:34,2025-05-15 21:39:36,2994.083,0.0,2,1,2,5,Hibernating,0.9123287671232877,1518.8145248942185,0.55,1406.8019536832699,0.876,Very High
103527,7,8,22811.855,9216.867844,7725.339245588332,1,2024-05-16 21:45:45,2025-12-23 14:54:58,2851.481875,0.125,5,5,5,15,Champions,1.6027397260273972,4820.083460922635,0.95,11874.385153334295,0.02,Very Low
103528,49,4,9873.326000000001,4409.9476620000005,3938.8003809925362,0,2024-04-15 15:44:44,2025-11-11 10:43:12,2468.3315000000002,0.0,4,3,3,10,Loyal Customers,1.5726027397260274,2504.637872930794,0.79,4342.447789403057,0.156,Very Low
103529,34,10,54369.447,24080.334682,22582.23694346138,1,2024-02-02 08:59:35,2025-11-26 18:06:47,5436.9447,0.1,5,5,5,15,Champions,1.8164383561643835,12432.151560125798,0.95,30626.887917268996,0.026000000000000002,Very Low
103530,106,4,12961.889,4840.067803,4046.2343532136556,0,2024-01-09 03:55:59,2025-09-15 10:35:57,3240.47225,0.0,3,3,4,10,Potential Loyalist,1.6849315068493151,2401.4236405251777,0.77,3972.0267441378596,0.354,Low
103531,373,4,13188.473,7319.203308,6525.152952841849,0,2024-02-02 03:07:21,2024-12-22 20:39:29,3297.11825,0.0,1,3,4,8,At Risk High Value,0.8876712328767123,7350.86675242986,0.65,9002.305794424612,0.95,Very High
103532,131,6,18754.452,7324.118256,6417.761207865384,1,2024-12-30 17:05:15,2025-08-21 11:58:04,3125.742,0.16666666666666666,3,4,5,12,Potential Loyalist,0.6383561643835617,10053.574424338476,0.87,20887.69922736948,0.514,Medium
103533,52,5,12725.193000000001,5009.378289,4228.874750477657,0,2024-06-02 21:59:42,2025-11-08 01:06:24,2545.0386000000003,0.0,4,4,4,12,Champions,1.4328767123287671,2951.3179424939667,0.8900000000000001,6404.545063337391,0.09799999999999998,Very Low
103534,385,1,707.124,169.70976,40.067273823363166,0,2024-12-10 12:51:42,2024-12-10 12:51:42,707.124,0.0,1,1,1,3,Hibernating,0.25,160.26909529345266,0.55,148.44924951556055,0.95,Very High
103535,195,4,7248.0740000000005,2640.371243,1884.5168658260177,0,2024-09-24 13:55:54,2025-06-18 18:37:26,1812.0185000000001,0.0,2,3,2,7,Potential Loyalist,0.7315068493150685,2576.212194855792,0.6299999999999999,2990.62403053138,0.74,High
103536,13,4,5954.226,2392.134984,1491.357386047347,0,2024-08-03 09:02:50,2025-12-17 16:05:12,1488.5565,0.0,5,3,2,10,Loyal Customers,1.3726027397260274,1086.5178561023586,0.8099999999999999,1973.0581498150557,0.08,Very Low
103537,570,1,5568.479,2294.2133479999998,2126.4548174067263,1,2024-06-08 08:02:24,2024-06-08 08:02:24,5568.479,1.0,1,1,2,4,Hibernating,0.25,8505.819269626905,0.55,7878.515098491921,0.95,Very High
103538,196,6,18347.685999999998,7681.610968999999,6550.317158984257,1,2024-11-05 23:08:26,2025-06-17 09:57:00,3057.9476666666665,0.16666666666666666,2,4,5,11,At Risk Loyal,0.6109589041095891,10721.37113466033,0.81,19469.434925182297,0.7739999999999999,High
103539,-1,3,4566.2919999999995,2179.410156,1615.006560313804,0,2024-07-05 08:01:30,2025-12-31 17:58:23,1522.0973333333332,0.0,5,2,1,8,New / Promising,1.4904109589041097,1083.5981516811366,0.7100000000000001,1548.5711036567411,0.08,Very Low
103540,140,6,28740.077,12405.478462,11463.767790743628,1,2024-07-05 04:26:36,2025-08-12 23:38:43,4790.012833333333,0.16666666666666666,3,4,5,12,Potential Loyalist,1.104109589041096,10382.81698169088,0.87,21571.74643491571,0.5499999999999999,Medium
103541,312,4,11337.983,3749.868502,2946.5696544971825,1,2024-08-26 10:45:25,2025-02-21 08:44:15,2834.49575,0.25,1,3,3,7,Potential Loyalist,0.4876712328767123,6042.123167929616,0.61,6641.287565457734,0.95,Very High
103542,445,2,2929.9660000000003,1444.813198,1120.418170269671,0,2024-01-20 22:23:34,2024-10-11 19:19:17,1464.9830000000002,0.0,1,1,1,3,Hibernating,0.7232876712328767,1549.0630005622345,0.55,1434.8196042707698,0.95,Very High
103543,289,3,21104.055,7117.265675000001,6752.804385379912,0,2024-05-10 07:05:14,2025-03-16 20:16:35,7034.685,0.0,1,2,5,8,At Risk High Value,0.8493150684931506,7950.8825827860255,0.6300000000000001,9229.868783128062,0.95,Very High
103544,30,5,18553.13,5711.86761,4887.248236120952,1,2024-07-19 04:37:46,2025-11-30 11:48:52,3710.626,0.2,5,4,5,14,Champions,1.367123287671233,3574.840894156608,0.95,8806.70178913876,0.10999999999999999,Very Low
103545,115,6,29532.983,9486.365654000001,8570.566362722791,1,2024-06-27 19:08:17,2025-09-06 20:37:00,4922.163833333333,0.16666666666666666,3,4,5,12,Potential Loyalist,1.1945205479452055,7174.900739435365,0.87,14906.854249643453,0.45000000000000007,Medium
103546,280,3,5149.23,2263.7131799999997,1596.0521662127546,0,2024-06-15 23:10:20,2025-03-25 18:11:16,1716.4099999999999,0.0,2,2,1,5,Hibernating,0.7726027397260274,2065.8122009491326,0.55,1913.458551129134,0.95,Very High
103547,604,1,4505.22,1702.97316,1516.291782869686,0,2024-05-05 23:38:50,2024-05-05 23:38:50,4505.22,0.0,1,1,1,3,Hibernating,0.25,6065.167131478744,0.55,5617.861055532186,0.95,Very High
103548,172,6,14547.434000000001,3905.717369,3026.605374383289,0,2024-07-25 03:30:52,2025-07-11 01:47:47,2424.5723333333335,0.0,2,4,4,10,At Risk Loyal,0.958904109589041,3156.31703328543,0.77,5220.643062565099,0.578,Medium
103549,29,4,12877.701000000001,5791.835754,4959.2088382429365,0,2024-03-24 20:28:29,2025-12-01 07:34:08,3219.4252500000002,0.0,5,3,4,12,Loyal Customers,1.6876712328767123,2938.492249932909,0.89,6376.712505959182,0.05,Very Low
103550,58,5,14658.051,6051.977728,5148.488839002807,0,2024-07-16 10:25:13,2025-11-02 04:12:54,2931.6102,0.0,4,4,4,12,Champions,1.295890410958904,3972.935362021194,0.8900000000000001,8621.518946985974,0.122,Very Low
103551,109,4,16805.372,5763.594254000001,4907.828346476422,1,2024-04-02 05:52:19,2025-09-12 04:05:42,4201.343,0.25,3,3,4,10,Potential Loyalist,1.4438356164383561,3399.1600502161177,0.77,5622.312697858964,0.46599999999999997,Medium
103552,358,2,15221.021,4813.661256,4495.77938182999,0,2024-10-18 13:31:12,2025-01-06 17:48:12,7610.5105,0.0,1,1,4,6,At Risk High Value,0.25,17983.11752731996,0.55,16656.862609680113,0.95,Very High
103553,33,7,9265.341,3097.237974,1974.0655008594163,0,2024-02-15 21:38:57,2025-11-27 01:07:34,1323.6201428571428,0.0,5,5,3,13,Loyal Customers,1.7808219178082192,1108.513704328749,0.95,2730.848704107153,0.052,Very Low
103554,6,3,8390.235,3810.795621,3311.648097085496,1,2025-04-30 23:21:58,2025-12-24 09:00:02,2796.7450000000003,0.3333333333333333,5,2,2,9,New / Promising,0.6493150684931507,5100.217533486101,0.75,8041.536167854506,0.18,Very Low
103555,153,6,20661.269,8345.999802,7032.044618322007,1,2024-05-08 03:53:06,2025-07-30 22:46:20,3443.5448333333334,0.16666666666666666,3,4,5,12,Potential Loyalist,1.2273972602739727,5729.232780552528,0.87,11903.277985793717,0.6019999999999999,High
103556,196,4,11182.042000000001,4167.561058,3662.273436690181,0,2024-01-10 14:27:12,2025-06-17 13:59:21,2795.5105000000003,0.0,2,3,3,8,Potential Loyalist,1.4328767123287671,2555.888727326799,0.6699999999999999,3298.6369620935866,0.744,High
103557,404,2,3731.6800000000003,1218.92432,848.3435170022526,0,2024-01-24 09:22:32,2024-11-21 20:48:01,1865.8400000000001,0.0,1,1,1,3,Hibernating,0.8273972602739726,1025.3158400855039,0.55,949.6987968791981,0.95,Very High
103558,102,3,6337.965,2028.51006,1350.653945446565,0,2024-09-27 21:21:35,2025-09-19 23:43:51,2112.655,0.0,3,2,2,7,Potential Loyalist,0.9780821917808219,1380.9207005266003,0.63,1603.0568597957642,0.36800000000000005,Low
103559,324,1,4479.46,1227.3720400000002,1068.2352318164574,0,2025-02-09 07:00:47,2025-02-09 07:00:47,4479.46,0.0,1,1,1,3,Hibernating,0.25,4272.9409272658295,0.55,3957.811533879975,0.95,Very High
103560,282,5,30964.19,15934.411036,15023.418411421564,0,2024-02-11 19:47:56,2025-03-23 09:35:39,6192.838,0.0,1,4,5,10,At Risk Loyal,1.1095890410958904,13539.624000416965,0.75,21347.986705202882,0.95,Very High
103561,162,3,11556.162,3180.7781240000004,2644.675034040949,0,2024-10-04 17:29:00,2025-07-21 00:51:49,3852.054,0.0,2,2,3,7,Hibernating,0.7917808219178082,3340.160510120922,0.6100000000000001,3671.3860088522865,0.608,High
103562,52,3,4201.943,1252.637773,595.8936978141593,0,2025-08-06 09:42:35,2025-11-08 03:45:36,1400.6476666666667,0.0,4,2,1,7,New / Promising,0.2547945205479452,2338.722577442668,0.6500000000000001,2864.1378655795043,0.16799999999999998,Very Low
103563,66,5,18076.864,3924.480564,2970.660486981981,0,2024-07-17 21:19:21,2025-10-25 02:12:29,3615.3728,0.0,4,4,5,13,Champions,1.2712328767123289,2336.8342192853943,0.9299999999999999,5521.847911197359,0.15400000000000003,Very Low
103564,68,3,5428.601000000001,1972.4584380000001,1359.3254489457745,1,2025-07-10 04:08:57,2025-10-23 12:00:36,1809.533666666667,0.3333333333333333,4,2,2,8,New / Promising,0.2876712328767123,4725.274179668645,0.69,6420.397560363975,0.33199999999999996,Low
103565,106,5,15776.38,6789.78334,5974.586029235176,0,2024-03-23 15:14:26,2025-09-15 19:27:36,3155.276,0.0,3,4,4,11,Potential Loyalist,1.4821917808219178,4030.912940241847,0.8300000000000001,7661.252074814008,0.31400000000000006,Low
103566,23,3,12778.116999999998,5516.354302,5048.4354636611115,0,2025-03-20 15:51:39,2025-12-07 04:22:08,4259.372333333333,0.0,5,2,4,11,High Value New,0.7150684931506849,7060.072583280865,0.8300000000000001,13418.547244474295,0.05,Very Low
103567,231,6,16359.554,4820.225352,3980.1716541205174,0,2024-02-16 08:56:52,2025-05-13 10:30:31,2726.5923333333335,0.0,2,4,4,10,At Risk Loyal,1.2383561643835617,3214.0766675973205,0.77,5316.179230505995,0.814,Very High
103568,122,3,7687.449,2718.510682,2115.993869846487,0,2025-03-08 06:57:02,2025-08-30 14:58:21,2562.4829999999997,0.0,3,2,2,7,Potential Loyalist,0.4794520547945205,4413.358642822674,0.63,5123.295526251349,0.448,Medium
