product_id,units,orders,revenue,gross_profit,contribution_profit,returns,product_name,category,subcategory,list_price_inr,gross_margin_rate,weight_kg,abc_class,contribution_margin_pct,return_rate_pct
2174,852,619,298570.818,169588.224624,61736.043294633906,37,HomeCraft Personal Care 09,Beauty,Personal Care,382,0.568,1.43,B,20.6771859715486,5.977382875605816
2175,795,575,4241871.0,1395575.5590000001,1295152.396720753,39,Stride Personal Care 10,Beauty,Personal Care,5787,0.329,1.6,C,30.532573874140752,6.782608695652174
2176,739,538,2683129.194,1215457.524882,1119212.0731821405,40,Nova Personal Care 11,Beauty,Personal Care,3914,0.453,3.42,B,41.7129400881969,7.434944237918216
2177,713,529,910673.686,256809.97945199997,164209.29490123998,44,UrbanPeak Fitness 01,Sports,Fitness,1387,0.282,2.69,A,18.031628389583226,8.31758034026465
2178,773,563,2427474.205,720959.838885,624172.6318440991,31,Aurelia Fitness 02,Sports,Fitness,3415,0.297,3.79,C,25.7128430266512,5.506216696269982
2179,733,542,1513659.84,475289.18976,378923.1128392612,32,Vertex Fitness 03,Sports,Fitness,2240,0.314,3.66,A,25.03357113836496,5.904059040590406
2180,811,573,1439738.152,669478.24068,568999.5967390322,35,Luma Fitness 04,Sports,Fitness,1931,0.465,1.79,B,39.5210473479925,6.108202443280978
2181,790,558,1300887.834,611417.28198,513486.8456735749,44,Nexora Fitness 05,Sports,Fitness,1797,0.47,3.05,B,39.47203073570868,7.885304659498208
2182,833,594,1016245.02,252028.76496,149837.18581873996,37,HomeCraft Fitness 06,Sports,Fitness,1330,0.248,2.86,C,14.744198777843945,6.228956228956229
2183,806,570,1418898.89,587424.14046,488100.78609659633,33,Stride Fitness 07,Sports,Fitness,1910,0.414,1.11,A,34.39996954938744,5.7894736842105265
2184,769,552,685317.498,411190.4988,313976.9563940595,36,Nova Fitness 08,Sports,Fitness,969,0.6,3.01,B,45.81481682728894,6.521739130434782
2185,773,557,669561.284,249076.797648,150526.7630404385,44,UrbanPeak Fitness 09,Sports,Fitness,938,0.372,2.47,A,22.481401872758,7.899461400359066
2186,774,553,908172.584,425024.769312,325980.6960518517,42,Aurelia Fitness 10,Sports,Fitness,1276,0.468,3.87,C,35.89413529927167,7.594936708860759
2187,814,562,1249194.047,384751.766476,287815.6415612919,30,Vertex Fitness 11,Sports,Fitness,1663,0.308,2.65,A,23.040106719408012,5.338078291814947
2188,754,542,500580.003,133654.860801,38762.62928930814,35,Luma Outdoor 01,Sports,Outdoor,717,0.267,3.06,B,7.743543301171009,6.4575645756457565
2189,836,590,4948356.24,2835408.12552,2731058.276875966,37,Nexora Outdoor 02,Sports,Outdoor,6420,0.573,1.73,B,55.191221981947805,6.271186440677966
2190,741,529,1926564.652,714755.485892,622384.482769621,31,HomeCraft Outdoor 03,Sports,Outdoor,2833,0.371,3.76,C,32.3054034093023,5.8601134215500945
2191,752,556,4968739.204,2027245.5952319999,1929695.977488272,37,Stride Outdoor 04,Sports,Outdoor,7148,0.408,2.97,B,38.836732987209366,6.654676258992806
2192,816,588,4311874.167,1776492.1568039998,1674912.5333323015,48,Nova Outdoor 05,Sports,Outdoor,5723,0.412,2.25,B,38.84418859323131,8.16326530612245
2193,811,571,1788475.032,404195.35723200004,304190.9367886849,32,UrbanPeak Outdoor 06,Sports,Outdoor,2396,0.226,2.17,C,17.008397173345887,5.604203152364273
2194,820,582,2991091.803,565316.350767,462603.147469582,52,Aurelia Outdoor 07,Sports,Outdoor,3959,0.189,1.74,B,15.46602972886359,8.934707903780069
2195,769,550,1131221.072,451357.207728,353785.9516827487,44,Vertex Outdoor 08,Sports,Outdoor,1592,0.399,1.24,B,31.274696028889803,8.0
2196,769,544,736687.125,392654.237625,297678.4247946787,41,Luma Outdoor 09,Sports,Outdoor,1035,0.533,2.46,A,40.40771376243052,7.536764705882353
2197,813,588,1283253.972,654459.52572,550648.9674176415,42,Nexora Outdoor 10,Sports,Outdoor,1716,0.51,2.44,A,42.910365323820834,7.142857142857143
2198,792,578,847922.082,484163.50882199995,384870.1242397322,35,HomeCraft Outdoor 11,Sports,Outdoor,1159,0.571,2.68,C,45.38979847439947,6.055363321799308
2199,795,581,912224.352,256335.04291200003,155083.55056868217,53,Stride Sportswear 01,Sports,Sportswear,1241,0.281,1.24,B,17.000593135742356,9.122203098106713
2200,796,576,216784.88,126819.15479999999,28330.5568134109,31,Nova Sportswear 02,Sports,Sportswear,295,0.585,1.42,B,13.068511426355428,5.381944444444445
2201,764,558,3348866.06,1175451.98706,1076070.5136035555,45,UrbanPeak Sportswear 03,Sports,Sportswear,4756,0.351,1.86,B,32.13238434515221,8.064516129032258
2202,831,585,1745657.74,804748.21814,701333.0120906407,25,Aurelia Sportswear 04,Sports,Sportswear,2285,0.461,2.6,B,40.175860136858255,4.273504273504273
2203,810,569,735022.822,177875.522924,77292.54063709882,33,Vertex Sportswear 05,Sports,Sportswear,989,0.242,2.84,B,10.515665408427116,5.799648506151143
2204,786,567,1343684.496,804867.013104,705286.3895310835,39,Luma Sportswear 06,Sports,Sportswear,1848,0.599,1.49,B,52.48898767758674,6.878306878306878
2205,735,528,2240739.116,403333.04088,310890.3328123066,35,Nexora Sportswear 07,Sports,Sportswear,3311,0.18,1.31,B,13.874454665087686,6.628787878787879
2206,791,567,2306466.45,505116.15255,405785.91033953713,36,HomeCraft Sportswear 08,Sports,Sportswear,3174,0.219,3.25,C,17.59340181772586,6.349206349206349
2207,727,537,761738.142,352684.759746,256456.1048044678,32,Stride Sportswear 09,Sports,Sportswear,1139,0.463,2.99,B,33.66722639503429,5.95903165735568
2208,709,517,1636396.101,940927.7580749999,852380.6720472261,31,Nova Sportswear 10,Sports,Sportswear,2511,0.575,1.38,A,52.08889654077868,5.996131528046422
2209,775,550,3291735.285,1244275.93773,1146165.5644027407,31,UrbanPeak Sportswear 11,Sports,Sportswear,4635,0.378,1.77,A,34.819493828245086,5.636363636363637
2210,782,570,652724.88,148168.54776000002,49037.390642771126,25,Aurelia Equipment 01,Sports,Equipment,908,0.227,2.59,C,7.512719699419321,4.385964912280702
2211,760,536,1496265.427,715214.874106,622132.4138600064,38,Vertex Equipment 02,Sports,Equipment,2137,0.478,3.81,B,41.57901416644886,7.08955223880597
2212,797,568,1226410.233,340942.044774,243822.79873302943,40,Luma Equipment 03,Sports,Equipment,1667,0.278,1.38,A,19.881014702282695,7.042253521126761
2213,801,601,648167.021,296860.495618,191896.7356431052,39,Nexora Equipment 04,Sports,Equipment,877,0.458,2.72,B,29.606062855071613,6.4891846921797
2214,751,558,1243402.237,491143.883615,396053.40901582246,36,HomeCraft Equipment 05,Sports,Equipment,1799,0.395,2.12,C,31.852396371056432,6.451612903225806
2215,788,559,457048.125,238579.12125,141864.43548678124,30,Stride Equipment 06,Sports,Equipment,625,0.522,1.33,B,31.039277425496767,5.366726296958855
2216,697,518,876665.013,508465.70754,418993.8338964038,38,Nova Equipment 07,Sports,Equipment,1361,0.58,3.17,C,47.79406360276451,7.335907335907336
2217,811,563,631548.624,375139.882656,277225.37378676963,44,UrbanPeak Equipment 08,Sports,Equipment,843,0.594,2.21,B,43.89612505699476,7.815275310834814
2218,709,525,689778.516,193137.98448,100750.21882214233,35,Aurelia Equipment 09,Sports,Equipment,1052,0.28,1.98,B,14.606169442097025,6.666666666666667
2219,803,554,535391.604,128493.98496,30018.382499676634,28,Vertex Equipment 10,Sports,Equipment,726,0.24,3.68,B,5.606808600546644,5.054151624548736
2220,791,562,820238.75,361725.28875,261897.40235020884,46,Luma Equipment 11,Sports,Equipment,1130,0.441,3.34,C,31.92941108307902,8.185053380782918
